datetime,SC1,SC2,SC3,SC4,SC5
2018-03-19 19:00:00,18.32,51.27,68.75,93.29,394.53
2018-03-19 21:00:00,24.37,65.06,89.31,108.83,255.92
2018-03-19 23:00:00,44.44,147.17,130.22,127.84,441.77
2018-03-20 01:00:00,42.28,93.43,108.86,133.08,265.81
2018-03-20 03:00:00,34.36,131.35,137.09,136.08,698.27
2018-03-20 05:00:00,112.18,243.84,264.37,300.91,617.64
2018-03-20 07:00:00,154.77,295.56,307.01,312.84,504.69
2018-03-20 09:00:00,145.74,250.63,276.72,303.41,483.46
2018-03-20 11:00:00,200.2,308.15,273.89,287.58,329.06
2018-03-20 13:00:00,211.65,288.34,325.41,369.97,395.54
2018-03-20 15:00:00,179.83,247.37,256.51,291.76,323.31
2018-03-20 17:00:00,170.9,251.49,252.3,267.75,295.05
2018-03-20 19:00:00,181.49,256.91,277.41,286.63,325.64
2018-03-20 21:00:00,174.03,290.32,319.9,347.77,411.77
2018-03-20 23:00:00,172.6,269.13,315.25,410.75,446.78
2018-03-21 01:00:00,171.78,271.6,279.15,315.46,369.5
2018-03-21 03:00:00,186.9,261.12,354.39,388.93,473.11
2018-03-21 05:00:00,193.6,314.63,322.68,395.29,490.1
2018-03-21 07:00:00,171.96,311.1,341.93,384.61,479.21
2018-03-21 09:00:00,145.01,237.93,287.48,327.96,437.26
2018-03-21 11:00:00,158.83,257.2,283.18,312.75,460.35
2018-03-21 13:00:00,136.44,213.9,262.78,297.69,441.98
2018-03-21 15:00:00,119.92,225.37,258.7,377.0,557.64
2018-03-21 17:00:00,100.25,224.06,295.21,428.41,977.92
2018-03-21 19:00:00,57.75,179.56,286.44,506.65,1360.85
2018-03-21 21:00:00,43.32,161.55,272.08,577.53,1545.96
2018-03-21 23:00:00,37.58,166.47,307.16,671.39,1626.6
2018-03-22 01:00:00,36.07,137.9,286.93,685.9,1488.17
2018-03-22 03:00:00,31.39,128.28,249.38,580.75,1288.14
2018-03-22 05:00:00,28.44,121.34,230.57,497.79,1190.1
2018-03-22 07:00:00,19.84,231.88,359.0,540.37,1251.67
2018-03-22 13:00:00,49.66,113.45,145.4,138.5,186.13
2018-03-22 15:00:00,39.5,130.8,313.23,482.45,432.61
2018-03-22 17:00:00,98.37,302.35,314.89,271.96,458.22
2018-03-22 19:00:00,79.63,171.76,192.49,148.37,209.25
2018-03-22 21:00:00,79.28,134.82,136.97,136.97,167.44
2018-03-23 01:00:00,129.44,189.51,197.05,260.86,396.12
2018-03-23 03:00:00,166.52,237.6,265.83,285.4,409.42
2018-03-23 05:00:00,165.71,239.61,260.56,282.89,380.56
2018-03-23 07:00:00,161.7,249.04,248.39,266.27,404.4
2018-03-23 09:00:00,134.33,213.37,242.25,286.2,411.6
2018-03-23 11:00:00,135.44,193.32,216.97,255.28,404.24
2018-03-23 13:00:00,126.86,194.84,209.56,253.94,411.81
2018-03-23 15:00:00,128.31,197.16,225.59,275.05,413.72
2018-03-23 17:00:00,124.38,250.44,328.23,302.63,452.56
2018-03-23 19:00:00,135.59,202.38,247.44,303.22,474.03
2018-03-23 21:00:00,142.72,255.09,303.53,371.85,707.79
2018-03-23 23:00:00,132.31,266.56,382.34,570.57,950.06
2018-03-24 01:00:00,121.16,255.89,350.15,480.38,754.02
2018-03-24 03:00:00,123.85,241.14,259.77,394.93,729.15
2018-03-24 05:00:00,71.7,152.32,185.24,250.34,477.95
2018-03-24 07:00:00,74.87,188.14,284.74,325.23,526.98
2018-03-24 09:00:00,77.78,220.45,313.67,338.86,491.26
2018-03-24 11:00:00,124.54,274.54,334.39,422.01,668.76
2018-03-24 13:00:00,133.21,254.65,317.94,363.29,525.11
2018-03-24 15:00:00,145.18,276.96,332.95,358.58,469.6
2018-03-24 17:00:00,233.91,385.7,388.75,488.74,617.75
2018-03-24 19:00:00,247.84,395.32,435.61,418.68,541.18
2018-03-24 21:00:00,199.33,346.39,381.59,372.34,490.2
2018-03-24 23:00:00,207.25,313.32,331.25,343.07,537.91
2018-03-25 01:00:00,226.45,322.08,328.73,355.53,531.13
2018-03-25 03:00:00,166.24,293.77,317.5,337.93,434.15
2018-03-25 05:00:00,197.63,269.69,298.75,288.73,380.98
2018-03-25 07:00:00,179.24,250.69,280.91,287.3,416.45
2018-03-25 09:00:00,129.97,235.62,257.89,268.05,555.09
2018-03-25 11:00:00,125.84,262.92,278.14,285.98,713.94
2018-03-25 13:00:00,150.78,270.38,296.66,376.73,626.78
2018-03-25 15:00:00,114.86,195.16,269.46,447.67,789.2
2018-03-25 17:00:00,62.9,128.95,147.13,167.62,245.99
2018-03-25 19:00:00,101.1,205.74,217.82,248.81,300.82
2018-03-25 21:00:00,131.68,189.35,212.77,240.56,360.75
2018-03-25 23:00:00,123.84,170.84,199.34,243.94,485.88
2018-03-26 01:00:00,107.87,173.42,207.7,256.15,478.33
2018-03-26 03:00:00,122.44,212.33,285.69,353.7,534.68
2018-03-26 05:00:00,120.55,211.46,233.17,377.49,526.5
2018-03-26 07:00:00,88.66,162.03,204.61,289.23,483.14
2018-03-26 09:00:00,77.03,135.16,148.91,176.24,367.31
2018-03-26 11:00:00,67.27,108.32,115.94,148.17,281.83
2018-03-26 13:00:00,50.54,89.69,112.16,128.88,242.57
2018-03-26 15:00:00,57.39,89.81,115.25,154.68,185.09
2018-03-26 17:00:00,50.56,91.73,120.65,166.43,227.27
2018-03-26 19:00:00,49.81,93.4,122.25,170.18,285.68
2018-03-26 21:00:00,46.11,97.12,126.57,154.79,247.43
2018-03-26 23:00:00,45.19,77.03,99.89,124.7,319.17
2018-03-27 01:00:00,58.6,99.77,107.59,143.13,427.63
2018-03-27 03:00:00,64.84,211.56,250.68,242.19,483.48
2018-03-27 05:00:00,43.91,97.78,117.81,182.8,379.74
2018-03-27 07:00:00,61.33,106.97,136.88,174.44,304.22
2018-03-27 09:00:00,63.81,101.62,119.95,154.95,279.26
2018-03-27 11:00:00,54.27,82.59,117.54,166.65,284.84
2018-03-27 13:00:00,53.71,81.43,100.83,151.16,274.15
2018-03-27 15:00:00,55.14,90.52,103.63,144.84,232.74
2018-03-27 17:00:00,50.12,101.98,148.55,194.1,316.85
2018-03-27 19:00:00,56.72,99.36,118.44,151.15,301.42
2018-03-27 21:00:00,50.48,101.91,131.13,198.88,314.41
2018-03-27 23:00:00,45.73,96.87,113.36,190.32,420.58
2018-03-28 01:00:00,47.42,98.69,158.68,217.57,405.73
2018-03-28 03:00:00,50.15,110.39,146.5,236.63,499.3
2018-03-28 09:00:00,28.27,76.7,194.18,197.14,275.69
2018-03-28 11:00:00,26.92,90.82,216.24,318.35,493.4
2018-03-28 13:00:00,48.0,138.99,208.44,143.94,171.27
2018-03-28 15:00:00,50.16,128.3,160.07,177.0,201.88
2018-03-28 17:00:00,63.83,143.62,175.29,192.06,210.8
2018-03-28 19:00:00,70.64,152.03,165.12,340.32,296.61
2018-03-28 23:00:00,53.99,140.13,218.75,259.34,350.08
2018-03-30 01:00:00,60.65,211.8,370.47,571.36,991.18
2018-03-30 03:00:00,63.57,200.56,321.57,416.78,795.67
2018-03-30 05:00:00,57.33,224.45,209.54,357.94,736.13
2018-03-30 07:00:00,36.83,107.61,187.68,283.16,482.09
2018-03-30 09:00:00,32.82,108.28,216.21,376.93,728.27
2018-03-30 11:00:00,37.27,119.92,209.03,349.38,740.93
2018-03-30 13:00:00,36.49,109.83,221.14,392.22,783.94
2018-03-30 15:00:00,39.02,141.0,230.67,409.18,808.79
2018-03-30 17:00:00,38.69,132.47,246.84,497.12,1041.52
2018-03-30 19:00:00,43.0,165.97,354.71,509.15,948.87
2018-03-30 21:00:00,40.87,145.11,263.17,535.0,1043.01
2018-03-30 23:00:00,40.44,200.7,369.63,562.29,1166.73
2018-03-31 01:00:00,40.12,190.99,412.32,698.86,1003.29
2018-03-31 03:00:00,51.41,268.35,513.81,650.13,1185.59
2018-03-31 05:00:00,51.78,273.35,509.13,798.96,1327.43
2018-03-31 07:00:00,47.45,162.45,390.48,675.92,1189.37
2018-03-31 09:00:00,42.28,280.84,582.47,1100.96,1540.15
2018-03-31 11:00:00,47.2,203.84,385.29,619.63,1050.7
2018-03-31 13:00:00,41.06,159.26,359.18,660.06,1056.63
2018-03-31 17:00:00,40.11,187.84,346.66,734.04,1318.7
2018-03-31 19:00:00,37.8,673.91,1195.97,591.61,1149.9
2018-03-31 21:00:00,60.55,358.89,662.82,1047.09,1773.6
2018-03-31 23:00:00,64.69,417.57,741.54,914.11,1606.61
2018-04-01 01:00:00,108.8,752.96,1395.29,1551.37,1946.81
2018-04-01 03:00:00,298.32,1374.42,1565.02,2055.16,3240.14
2018-04-01 05:00:00,167.2,915.85,984.45,1488.92,2393.6
2018-04-01 07:00:00,153.94,586.85,838.64,1022.96,1427.67
2018-04-01 09:00:00,215.06,584.51,927.72,1195.0,1500.16
2018-04-01 11:00:00,214.43,705.97,1027.58,1272.97,1617.47
2018-04-01 13:00:00,243.04,759.0,1107.94,1236.47,1556.69
2018-04-01 15:00:00,280.29,801.2,1060.45,1277.99,1600.31
2018-04-01 17:00:00,255.76,771.49,1012.68,1355.59,1801.13
2018-04-01 19:00:00,222.29,811.99,1239.85,1488.59,2162.76
2018-04-01 21:00:00,208.18,726.39,1173.05,1536.15,1869.63
2018-04-01 23:00:00,191.96,634.8,988.86,1261.45,1381.81
2018-04-02 01:00:00,205.96,610.83,828.83,1001.37,1204.3
2018-04-02 03:00:00,199.43,588.32,765.87,966.63,1110.66
2018-04-02 05:00:00,232.89,564.23,735.23,869.11,1036.34
2018-04-02 07:00:00,313.88,645.66,835.74,954.97,1068.37
2018-04-02 09:00:00,307.9,696.0,870.47,1019.62,1367.51
2018-04-02 11:00:00,327.63,663.16,850.83,1015.63,1367.48
2018-04-02 13:00:00,308.25,611.01,749.35,908.92,1098.75
2018-04-02 15:00:00,304.09,583.42,719.88,849.53,977.0
2018-04-02 17:00:00,277.95,591.52,696.93,786.49,905.81
2018-04-02 19:00:00,294.89,614.68,733.97,801.81,917.28
2018-04-02 21:00:00,254.31,626.82,892.42,1016.52,1206.13
2018-04-02 23:00:00,269.29,639.42,869.51,1060.32,1391.18
2018-04-03 01:00:00,210.88,598.2,796.88,971.04,1244.01
2018-04-03 03:00:00,237.16,590.02,773.58,903.8,1037.13
2018-04-03 05:00:00,222.66,602.01,719.39,874.83,1070.69
2018-04-03 07:00:00,111.22,416.41,696.91,896.15,1124.35
2018-04-03 09:00:00,154.53,525.96,705.59,930.96,1111.01
2018-04-03 11:00:00,180.25,604.75,830.16,938.98,1079.8
2018-04-03 13:00:00,189.99,586.8,771.93,895.61,999.12
2018-04-03 15:00:00,169.78,532.52,749.15,842.02,983.22
2018-04-03 17:00:00,145.17,521.84,711.78,831.34,989.31
2018-04-03 19:00:00,125.86,475.56,690.79,827.23,1006.66
2018-04-03 21:00:00,116.4,455.46,679.37,837.68,1109.72
2018-04-03 23:00:00,110.47,470.74,667.82,844.75,1108.56
2018-04-04 01:00:00,125.38,464.11,700.71,906.44,1318.11
2018-04-04 03:00:00,166.78,645.51,942.49,1192.68,1494.31
2018-04-04 05:00:00,1162.72,5466.88,12219.95,23704.69,19786.71
2018-04-04 09:00:00,83.09,366.53,580.35,747.79,990.15
2018-04-04 11:00:00,105.99,465.08,716.25,848.48,1163.84
2018-04-04 13:00:00,111.01,481.5,673.07,859.16,1099.31
2018-04-04 15:00:00,189.63,541.37,720.88,859.26,1256.89
2018-04-04 17:00:00,252.61,577.77,759.36,959.54,1302.17
2018-04-04 19:00:00,292.76,552.14,646.99,802.63,1172.32
2018-04-06 01:00:00,118.14,348.86,486.24,576.71,666.53
2018-04-06 03:00:00,147.5,321.03,390.93,495.98,584.26
2018-04-06 05:00:00,162.91,301.97,381.3,467.04,606.56
2018-04-06 07:00:00,181.46,327.17,344.34,417.77,614.16
2018-04-06 09:00:00,164.61,249.84,257.55,274.12,410.8
2018-04-06 11:00:00,154.12,118.87,157.43,222.41,382.63
2018-04-06 13:00:00,22.74,38.83,51.14,59.33,146.03
2018-04-06 17:00:00,17.48,85.09,135.45,121.36,192.94
2018-04-06 19:00:00,47.78,157.43,210.07,205.46,251.31
2018-04-06 21:00:00,58.34,167.88,118.98,148.29,286.9
2018-04-06 23:00:00,34.45,92.12,86.86,100.3,161.67
2018-04-07 01:00:00,27.43,73.6,87.54,95.59,169.47
2018-04-07 03:00:00,27.71,77.5,102.5,123.24,207.04
2018-04-07 05:00:00,27.71,89.21,101.28,106.27,290.34
2018-04-07 07:00:00,28.66,67.05,75.41,98.18,176.3
2018-04-07 09:00:00,28.69,63.31,77.36,99.53,296.18
2018-04-07 11:00:00,22.29,56.87,72.73,97.31,178.5
2018-04-07 13:00:00,29.27,56.16,73.53,166.41,604.87
2018-04-07 15:00:00,33.47,91.22,156.41,253.14,592.16
2018-04-07 17:00:00,35.23,85.42,136.34,227.32,687.93
2018-04-07 19:00:00,32.84,109.04,180.68,266.2,678.11
2018-04-07 21:00:00,32.16,112.1,192.12,259.55,717.94
2018-04-07 23:00:00,28.57,100.9,149.21,225.74,728.56
2018-04-08 01:00:00,33.27,110.63,161.53,250.7,761.51
2018-04-08 03:00:00,41.95,131.74,199.51,349.7,1006.69
2018-04-08 05:00:00,37.09,130.88,230.25,403.86,1129.99
2018-04-08 07:00:00,33.3,116.86,240.49,538.12,1384.67
2018-04-08 09:00:00,38.69,144.82,306.0,761.58,1655.2
2018-04-08 11:00:00,40.2,158.04,379.98,894.75,1674.74
2018-04-08 13:00:00,39.7,170.07,427.08,988.68,1759.46
2018-04-08 15:00:00,41.51,230.05,546.51,1092.05,1703.55
2018-04-08 17:00:00,53.61,240.58,545.44,1035.82,1722.9
2018-04-08 19:00:00,77.69,283.67,901.06,1781.15,2750.86
2018-04-08 21:00:00,71.38,350.05,705.31,1220.38,1712.88
2018-04-08 23:00:00,82.5,377.13,850.04,1388.8,1826.33
2018-04-09 01:00:00,127.52,547.46,1463.09,4394.51,4981.83
2018-04-09 03:00:00,150.45,832.09,1587.73,2142.88,3123.92
2018-04-09 05:00:00,255.62,862.9,1442.57,1800.1,2394.3
2018-04-09 07:00:00,196.13,589.99,1186.44,1527.24,1791.45
2018-04-09 09:00:00,145.73,442.9,773.37,1167.59,1509.86
2018-04-09 11:00:00,72.82,343.29,632.97,858.85,988.28
2018-04-09 13:00:00,138.97,313.92,383.15,570.23,822.62
2018-04-09 15:00:00,58.11,240.37,361.25,530.08,816.03
2018-04-09 17:00:00,44.59,165.49,286.32,460.23,839.11
2018-04-09 19:00:00,27.43,82.75,141.49,274.73,629.36
2018-04-09 21:00:00,31.19,72.09,98.35,139.38,460.77
2018-04-09 23:00:00,31.27,61.03,86.15,116.24,454.69
2018-04-10 01:00:00,34.61,96.25,110.94,158.51,370.66
2018-04-10 03:00:00,46.3,103.33,155.12,264.68,483.63
2018-04-10 05:00:00,37.25,80.95,101.98,158.22,332.69
2018-04-11 11:00:00,112.73,258.38,423.02,677.7,1118.4
2018-04-11 13:00:00,119.66,266.81,427.53,673.57,1172.57
2018-04-11 15:00:00,117.24,279.16,459.75,689.05,1184.57
2018-04-11 17:00:00,122.21,335.42,488.96,745.4,1304.64
2018-04-11 19:00:00,101.9,298.17,510.76,819.19,1298.24
2018-04-11 21:00:00,98.32,313.58,577.21,922.81,1436.67
2018-04-11 23:00:00,103.36,274.05,519.57,810.24,1356.01
2018-04-12 01:00:00,116.34,323.31,528.73,798.66,1408.01
2018-04-12 03:00:00,110.35,287.4,519.61,832.63,1364.34
2018-04-12 13:00:00,80.88,218.06,416.38,652.48,983.61
2018-04-12 15:00:00,80.73,192.56,332.74,553.55,1197.63
2018-04-12 17:00:00,78.1,209.03,389.03,758.59,1538.08
2018-04-12 19:00:00,72.63,214.94,454.9,735.13,1210.03
2018-04-12 21:00:00,69.03,217.96,461.51,819.17,1438.07
2018-04-12 23:00:00,74.69,267.12,571.4,903.67,1409.01
2018-04-13 01:00:00,75.6,272.2,627.23,968.25,1502.65
2018-04-13 03:00:00,73.4,253.53,675.5,1140.19,1505.58
2018-04-13 05:00:00,61.83,256.79,488.19,775.21,1235.19
2018-04-13 07:00:00,64.21,254.04,517.4,828.6,1247.23
2018-04-13 09:00:00,55.73,251.76,491.73,726.7,1084.74
2018-04-13 11:00:00,57.52,261.97,358.16,675.4,1148.31
2018-04-13 13:00:00,44.72,159.43,339.61,492.56,858.41
2018-04-16 09:00:00,511.94,1113.24,1503.12,1545.09,1786.77
2018-04-16 11:00:00,502.47,1359.42,1624.26,1941.82,2304.27
2018-04-16 13:00:00,564.38,1840.6,1848.16,1999.76,2221.82
2018-04-16 19:00:00,247.54,860.88,1128.8,1346.67,1564.05
2018-04-16 21:00:00,229.96,770.78,983.56,1162.01,1380.7
2018-04-16 23:00:00,239.59,831.66,1129.64,1362.03,1583.1
2018-04-17 01:00:00,231.47,763.9,903.47,1068.38,1323.55
2018-04-17 03:00:00,118.15,492.46,579.0,794.35,929.01
2018-04-17 05:00:00,98.75,330.78,438.32,480.85,537.15
2018-04-17 07:00:00,65.52,329.42,7670.82,22419.32,623.9
2018-04-17 09:00:00,598.37,7085.09,12546.84,20536.42,32647.44
2018-04-17 11:00:00,69.18,444.5,6050.61,621.13,674.9
2018-04-17 13:00:00,45.34,390.98,491.77,438.94,504.64
2018-04-17 15:00:00,46.56,301.7,375.34,464.09,513.93
2018-04-17 17:00:00,120.94,324.58,398.83,813.41,1093.4
2018-04-17 19:00:00,249.04,1159.21,1362.47,1517.78,1753.59
2018-04-17 21:00:00,196.19,1182.8,1501.15,1589.5,1726.52
2018-04-17 23:00:00,197.92,1115.2,1460.53,1615.77,1696.85
2018-04-18 01:00:00,208.6,1075.75,1377.26,1532.66,1604.24
2018-04-18 03:00:00,194.22,964.64,1259.12,1425.05,1513.56
2018-04-18 09:00:00,130.67,806.71,1045.83,1118.59,1182.12
2018-04-18 11:00:00,154.11,862.89,1078.38,1074.12,1155.99
2018-04-18 19:00:00,102.94,676.1,836.26,943.06,1130.38
2018-04-18 21:00:00,142.36,781.53,984.86,1061.54,1239.88
2018-04-18 23:00:00,131.72,818.9,1103.86,1271.68,1451.57
2018-04-19 01:00:00,129.12,837.58,1119.07,1314.13,1490.02
2018-04-19 03:00:00,99.1,786.75,1051.44,1239.54,1411.26
2018-04-19 05:00:00,105.57,612.48,863.71,1039.6,1250.68
2018-04-19 07:00:00,108.44,584.62,743.45,876.09,996.14
2018-04-19 09:00:00,111.17,524.99,661.75,742.9,829.15
2018-04-19 11:00:00,104.06,540.21,623.42,706.96,849.8
2018-04-25 11:00:00,96.21,2836.9,7800.78,6794.21,663.24
2018-04-25 13:00:00,84.89,281.76,367.64,463.4,710.91
2018-04-25 15:00:00,70.31,304.99,361.47,459.94,837.92
2018-04-25 17:00:00,65.67,312.43,431.95,540.33,787.82
2018-04-25 19:00:00,97.2,334.81,409.62,515.0,790.64
2018-04-25 21:00:00,52.06,278.18,536.46,726.32,1099.33
2018-04-25 23:00:00,47.93,206.9,418.05,719.5,1191.96
2018-04-26 01:00:00,64.4,242.06,468.91,768.61,1387.52
2018-04-26 03:00:00,51.99,187.45,397.78,654.8,1255.07
2018-04-26 05:00:00,31.1,105.08,203.66,403.29,844.13
2018-04-26 07:00:00,23.58,69.88,93.73,143.55,413.49
2018-04-26 09:00:00,19.46,86.53,115.58,123.76,433.26
2018-04-26 11:00:00,28.09,88.88,137.03,215.18,738.73
2018-04-26 13:00:00,25.35,74.53,95.28,145.74,415.49
2018-04-26 15:00:00,23.96,70.45,108.31,169.89,462.56
2018-04-26 17:00:00,26.41,67.32,129.93,294.19,994.46
2018-04-26 19:00:00,30.7,82.79,134.87,256.01,805.19
2018-04-26 21:00:00,30.64,76.47,135.87,288.1,694.97
2018-04-26 23:00:00,28.38,85.28,148.44,311.28,770.15
2018-04-27 01:00:00,29.68,84.44,155.47,346.1,867.38
2018-04-27 03:00:00,32.22,96.6,170.22,303.56,789.94
2018-04-27 05:00:00,32.09,96.41,159.38,257.44,653.32
2018-04-27 07:00:00,33.77,101.25,132.6,254.66,728.97
2018-04-27 09:00:00,35.83,102.0,149.53,267.48,818.3
2018-04-27 11:00:00,44.14,156.31,189.88,313.26,1062.49
2018-04-27 13:00:00,34.59,182.26,297.26,427.85,919.01
2018-04-27 15:00:00,36.53,175.93,262.46,379.67,840.4
2018-04-27 17:00:00,43.71,174.98,254.9,335.72,792.27
2018-04-27 19:00:00,46.12,198.37,282.3,417.01,942.49
2018-04-27 21:00:00,41.73,200.93,248.85,334.59,817.44
2018-04-27 23:00:00,41.78,212.46,291.82,450.01,894.01
2018-04-28 01:00:00,41.98,194.81,282.09,538.67,1014.89
2018-04-28 03:00:00,48.18,214.26,416.34,691.01,1202.64
2018-04-28 05:00:00,42.27,155.65,269.67,467.24,976.11
2018-04-28 07:00:00,36.53,137.43,197.06,336.82,928.56
2018-04-28 09:00:00,56.42,204.31,262.52,685.51,1835.88
2018-04-28 11:00:00,50.1,189.4,354.27,529.97,938.25
2018-04-28 13:00:00,41.58,189.18,375.89,442.74,761.6
2018-04-28 15:00:00,49.12,257.95,371.67,501.0,740.66
2018-04-28 17:00:00,49.65,228.5,360.97,619.36,1204.18
2018-04-28 19:00:00,51.53,271.49,387.06,581.87,1011.67
2018-04-28 21:00:00,58.22,299.15,424.41,841.44,1488.76
2018-04-28 23:00:00,73.98,320.81,500.89,760.33,1124.68
2018-04-29 01:00:00,64.54,315.9,511.71,830.04,1239.5
2018-04-29 03:00:00,92.33,423.89,703.09,986.65,1428.83
2018-04-29 05:00:00,88.72,369.46,605.57,896.82,1181.37
2018-04-29 07:00:00,187.53,526.81,655.02,818.87,1174.45
2018-04-29 09:00:00,135.94,417.16,558.54,757.28,989.24
2018-04-29 11:00:00,159.25,488.85,592.52,713.14,1091.42
2018-04-29 13:00:00,133.56,469.31,548.08,692.76,952.48
2018-04-29 15:00:00,103.91,372.26,480.59,622.18,884.18
2018-04-29 17:00:00,110.01,353.15,445.66,609.19,862.0
2018-04-29 19:00:00,110.73,362.62,477.76,584.6,838.18
2018-04-29 21:00:00,102.56,340.4,469.99,573.08,824.17
2018-04-29 23:00:00,92.55,333.97,484.13,629.35,880.9
2018-04-30 01:00:00,75.79,286.08,428.58,559.95,796.87
2018-04-30 03:00:00,62.34,284.86,408.99,539.61,763.68
2018-04-30 05:00:00,60.83,287.25,412.44,523.05,748.65
2018-04-30 07:00:00,75.41,307.14,385.66,507.89,739.53
2018-04-30 09:00:00,57.33,271.95,314.79,382.61,545.87
2018-04-30 11:00:00,52.81,240.47,327.16,396.61,557.36
2018-04-30 13:00:00,51.67,241.14,327.35,422.66,553.22
2018-04-30 15:00:00,44.64,233.12,344.12,446.62,575.98
2018-04-30 17:00:00,54.15,267.46,364.21,524.88,714.25
2018-04-30 19:00:00,65.1,310.21,420.48,641.56,959.73
2018-04-30 21:00:00,65.69,315.46,476.88,683.9,978.12
2018-04-30 23:00:00,70.96,360.31,511.0,737.66,1106.94
2018-05-01 01:00:00,86.38,387.55,559.55,795.75,1091.52
2018-05-01 03:00:00,95.55,450.13,623.12,831.12,1196.12
2018-05-01 05:00:00,111.4,379.98,532.9,770.85,971.14
2018-05-01 07:00:00,101.59,433.14,617.82,805.39,967.42
2018-05-01 09:00:00,113.19,380.96,515.21,657.43,852.1
2018-05-01 11:00:00,84.91,299.32,443.67,581.18,811.6
2018-05-01 13:00:00,71.49,248.74,336.85,449.41,642.65
2018-05-01 15:00:00,70.5,245.03,288.05,363.05,561.13
2018-05-01 17:00:00,78.7,222.3,293.0,386.0,573.03
2018-05-01 19:00:00,90.27,291.98,352.16,409.13,562.11
2018-05-01 21:00:00,78.4,180.86,220.35,320.9,504.06
2018-05-01 23:00:00,67.25,192.08,316.52,298.4,438.78
2018-05-02 01:00:00,88.33,144.53,303.14,327.47,462.96
2018-05-02 03:00:00,114.84,261.56,108.64,185.77,361.31
2018-05-02 05:00:00,33.48,139.35,86.76,155.5,285.17
2018-05-02 09:00:00,79.03,174.84,264.8,405.54,687.94
2018-05-02 11:00:00,193.73,327.12,407.79,485.65,659.45
2018-05-02 13:00:00,266.83,396.86,406.02,500.37,702.42
2018-05-02 15:00:00,124.1,264.73,358.78,316.0,418.87
2018-05-02 17:00:00,56.81,252.79,319.24,390.9,543.1
2018-05-02 19:00:00,76.22,288.53,358.73,356.24,363.85
2018-05-02 21:00:00,58.13,150.32,195.81,262.92,290.02
2018-05-02 23:00:00,50.95,137.22,168.15,219.01,256.88
2018-05-03 01:00:00,54.36,163.13,190.74,215.52,271.7
2018-05-03 03:00:00,58.8,186.35,230.01,274.38,435.26
2018-05-03 05:00:00,140.38,343.35,399.63,460.2,715.23
2018-05-03 07:00:00,183.78,380.94,447.71,560.91,902.25
2018-05-03 17:00:00,118.09,313.32,404.23,473.8,627.47
2018-05-03 19:00:00,110.94,345.8,460.52,552.41,721.73
2018-05-03 21:00:00,121.27,401.05,529.08,650.64,1041.99
2018-05-03 23:00:00,161.98,554.89,764.41,794.6,1068.86
2018-05-04 01:00:00,237.99,567.64,713.93,990.9,1504.27
2018-05-04 03:00:00,115.99,418.8,168.99,346.88,662.73
2018-05-04 13:00:00,64.31,252.41,293.12,201.75,354.04
2018-05-05 15:00:00,49.25,147.22,203.85,263.28,500.17
2018-05-05 17:00:00,45.52,170.07,240.61,369.34,635.21
2018-05-05 19:00:00,47.23,183.35,312.08,474.55,908.53
2018-05-05 21:00:00,59.82,217.59,395.81,701.12,1428.93
2018-05-05 23:00:00,54.35,237.21,432.29,747.63,1564.08
2018-05-06 01:00:00,64.98,253.03,484.56,832.54,1488.33
2018-05-06 03:00:00,64.95,282.52,545.49,751.19,1132.41
2018-05-06 05:00:00,84.47,372.34,657.85,1006.0,1381.32
2018-05-06 07:00:00,103.88,487.78,750.41,1050.08,1392.68
2018-05-06 09:00:00,78.66,412.23,669.59,881.1,1297.18
2018-05-06 11:00:00,88.34,397.92,625.93,807.62,1179.68
2018-05-06 13:00:00,130.31,501.37,661.13,981.12,1570.03
2018-05-06 15:00:00,107.72,383.63,582.15,815.09,1065.66
2018-05-06 17:00:00,130.44,493.3,704.81,934.64,1282.01
2018-05-06 19:00:00,136.39,498.33,748.09,990.77,1449.62
2018-05-06 21:00:00,117.19,509.11,782.22,1079.91,1567.37
2018-05-06 23:00:00,98.66,483.3,783.37,1184.38,1583.56
2018-05-07 01:00:00,72.9,423.65,735.61,1098.53,1465.73
2018-05-10 11:00:00,82.18,271.38,633.78,1158.91,2093.23
2018-05-10 13:00:00,93.83,277.7,615.3,968.19,1558.6
2018-05-11 17:00:00,99.22,824.28,1702.68,1495.37,1870.32
2018-05-11 19:00:00,106.09,520.51,1042.32,1549.12,2205.99
2018-05-11 21:00:00,103.25,608.57,1179.43,1682.22,2177.31
2018-05-11 23:00:00,111.97,677.66,1317.44,1892.92,2440.07
2018-05-12 01:00:00,130.65,1220.4,2914.02,2348.03,2717.78
2018-05-12 07:00:00,98.4,502.98,1081.82,1532.54,1782.26
2018-05-12 09:00:00,90.47,492.14,866.4,990.71,1207.24
2018-05-12 11:00:00,94.5,434.84,973.39,1382.96,1416.04
2018-05-12 13:00:00,101.24,621.54,1196.74,1520.86,1697.7
2018-05-12 15:00:00,112.21,629.95,1225.24,1600.57,1918.37
2018-05-13 01:00:00,169.16,1129.19,1623.36,1914.45,3080.78
2018-05-13 03:00:00,157.56,1039.2,1741.69,2123.36,2879.59
2018-05-13 09:00:00,157.37,898.64,1591.51,1859.99,2334.92
2018-05-13 11:00:00,151.25,986.76,1535.35,1870.33,2161.36
2018-05-13 13:00:00,152.52,988.85,1444.78,1758.2,2097.72
2018-05-13 15:00:00,150.55,911.01,1379.01,1840.07,2067.91
2018-05-13 17:00:00,110.36,707.66,1084.94,1305.66,1538.01
