datetime,mode1_d,mode1_sigma,mode1_n,mode2_d,mode2_sigma,mode2_n
2020-02-15 15:00:00,46.50672387383336,1.75,913.9242212644282,149.28992599155407,1.75,230.43965480124976
2020-02-15 17:00:00,54.537796345605905,1.75,867.5707406400952,149.28992599155407,1.75,181.79042165620857
2020-02-15 19:00:00,56.74654359310128,1.75,634.7224107623803,148.89360412999696,1.75,140.27020542802512
2020-02-15 21:00:00,56.74654359310128,1.75,464.5751415504322,148.89360412999696,1.75,152.8339219843942
2020-02-15 23:00:00,49.252044986558545,1.75,312.82357068933584,170.59108258671063,1.75,251.62709211593955
2020-02-16 01:00:00,42.747342512203495,1.75,257.0989276619568,195.45041997034318,1.75,322.40159108326316
2020-02-16 03:00:00,42.747342512203495,1.75,221.71435740657327,170.59108258671063,1.75,274.86498054074343
2020-02-16 05:00:00,49.252044986558545,1.75,231.81345056479162,170.59108258671063,1.75,313.24346771269563
2020-02-16 07:00:00,49.252044986558545,1.75,203.18081402877826,195.45041997034318,1.75,316.4220697068411
2020-02-16 09:00:00,49.252044986558545,1.75,210.53905397272396,148.89360412999696,1.75,130.03679153353562
2020-02-16 11:00:00,49.252044986558545,1.75,193.83342220151803,113.42674707060763,1.75,357.5767491832471
2020-02-16 13:00:00,54.537796345605905,1.75,256.64074672475084,132.8099782496523,1.75,453.9146162468776
2020-02-16 15:00:00,63.95572473141427,1.75,394.6310004842558,132.8099782496523,1.75,528.9504974242059
2020-02-16 17:00:00,65.38145188981625,1.75,487.92558390430213,129.95582778807707,1.75,582.2973093850164
2020-02-16 19:00:00,56.74654359310128,1.75,516.8174785366077,98.99999999999994,1.75,538.3354229370999
2020-02-16 21:00:00,56.74654359310128,1.75,565.0143840695516,113.42674707060763,1.75,317.20276121093366
2020-02-16 23:00:00,54.537796345605905,1.75,544.7984179791791,149.28992599155407,1.75,84.57066054819498
2020-02-17 01:00:00,33.818323137766015,1.75,347.90510165063586,111.43741001281846,1.75,259.81121223225335
2020-02-17 03:00:00,20.97039221392209,1.75,619.7898862604503,83.18241346752067,1.75,329.1547525093849
2020-02-17 05:00:00,23.794408220327977,1.700000000000002,801.6113168188341,74.1493892668849,1.8666666666666691,351.7319508967829
2020-02-17 07:00:00,23.557069502303285,2.06666666666667,1218.6150724141135,142.7383862508473,1.400000000000001,62.89147246056752
2020-02-17 11:00:00,19.100805499163727,1.7666666666666688,1128.9478004485277,141.37815875309633,1.3000000000000007,65.85414725951611
2020-02-17 13:00:00,18.543080248486348,1.8666666666666691,1006.7572030032711,145.4419829183665,1.3333333333333341,72.81822391624999
2020-02-17 17:00:00,17.745611535733495,2.06666666666667,927.6716396629116,136.8376232716328,1.466666666666668,104.76207140390217
2020-02-17 23:00:00,19.376386348220112,2.06666666666667,533.557635368078,136.8376232716325,1.3333333333333341,63.834061796965464
2020-02-18 01:00:00,23.53443339278075,1.8000000000000023,434.73101728887275,130.42113591830872,1.3333333333333341,70.5352629262012
2020-02-18 05:00:00,20.290514963815916,1.633333333333335,624.9716454627151,126.53483405111885,1.3666666666666676,48.19375416232565
2020-02-18 07:00:00,27.948833178791297,1.75,1542.8610839971047,293.9527015970298,1.75,24.841458037702917
2020-02-18 11:00:00,28.838338206359808,1.75,2073.6619146712137,200.00000000000003,1.75,1.38282705974
2020-02-18 15:00:00,26.267295498320916,1.6000000000000016,1181.9787979888108,164.46432774986994,1.400000000000001,64.09019103434231
2020-02-18 17:00:00,20.44589455876535,1.9666666666666694,1504.7920093052583,166.63647484777007,1.3000000000000007,49.83723829568842
2020-02-18 19:00:00,12.792922523610184,1.6666666666666685,2063.546933410885,43.76767718453145,1.5000000000000013,382.7128405751856
2020-02-18 21:00:00,15.401954063298938,1.5333333333333348,1814.919061538406,43.76767718453145,1.466666666666668,330.7996752836339
2020-02-18 23:00:00,21.05394036466873,1.75,1127.0605917275027,98.99999999999994,1.75,160.21485605656852
2020-02-19 01:00:00,24.25763935357987,1.8333333333333357,1743.2474962092613,170.59108258671063,1.3000000000000007,59.962221193396886
2020-02-19 03:00:00,28.838338206359808,1.75,2578.6378612973117,200.00000000000003,1.75,23.83103265082598
2020-02-19 05:00:00,37.101714098457045,1.75,3491.9405331738894,664.9043159272618,1.75,5.594607533118639
2020-02-19 07:00:00,37.95327551446088,1.5000000000000013,2857.548600049297,149.28992599155347,1.2000000000000004,47.66044519783584
2020-02-19 09:00:00,37.64936106418925,1.466666666666668,2111.318597048248,236.89936910576128,1.5333333333333348,92.47326589301143
2020-02-19 11:00:00,38.5838894946482,1.466666666666668,1765.062402994615,284.0726267923955,1.6666666666666685,105.41955725381008
2020-02-19 13:00:00,39.65828306979712,1.75,1639.9530463429294,200.00000000000003,1.75,35.75240862443956
2020-02-19 17:00:00,41.512783000878905,1.466666666666668,1425.8396718715708,200.08883868449414,1.400000000000001,100.51815048388191
2020-02-19 19:00:00,46.50672387383336,1.75,898.5558238438659,200.00000000000003,1.75,0.08763260771802683
2020-02-19 21:00:00,24.25763935357987,1.75,257.6471827061204,148.89360412999696,1.75,76.53721202603744
2020-02-19 23:00:00,30.07335359842869,2.0333333333333363,290.4636848834597,186.49367051017114,1.3333333333333341,49.4330547298217
2020-02-20 01:00:00,32.20170209763737,1.75,364.759732215501,148.89360412999696,1.75,120.29716475007743
